Year,Total_Cost_USD,NPV_Cost_USD,Energy_Cost_USD,PM_Asset_USD,PM_Modules_USD,CM_USD,Repl_Chassis_CapEx_USD,Repl_Modules_CapEx_USD,Units_Replaced,PM_Total_USD,Repl_Total_CapEx_USD,Run_ID
2028,306089528.8931921,241907000.85818684,116803117.54663305,107727588.03292923,2043500.0,2387300.0,76008023.31362982,1120000.0,1345,109771088.03292923,77128023.31362982,27
2029,312724171.138383,237644668.2669078,118868915.88904387,111441481.75748359,2043500.0,2355200.0,76255073.49185553,1760000.0,1396,113484981.75748359,78015073.49185553,27
2030,284874710.84736603,208155160.86894277,117968123.64700888,100528819.84120017,2043500.0,1991800.0,61382467.35915698,960000.0,1276,102572319.84120017,62342467.35915698,27
2031,297056465.98686945,208707932.7202985,115635661.81730585,102191278.59935649,2061500.0,2178400.0,73869625.5702071,1120000.0,1326,104252778.59935649,74989625.5702071,27
2032,310914636.3300414,210042787.86807987,120628624.78311124,112556875.64992848,2061500.0,2332700.0,71734935.89700165,1600000.0,1351,114618375.64992848,73334935.89700165,27
2033,311422413.9079499,202294061.73600772,117987765.93573412,109591786.38361576,2097600.0,2175100.0,78610161.58860005,960000.0,1302,111689386.38361576,79570161.58860005,27
2034,315963571.36808467,197349914.45128608,121173942.71689898,118247048.54919535,2106600.0,2231900.0,71244080.10199036,960000.0,1315,120353648.54919535,72204080.10199036,27
2035,299689879.4063823,179985975.44829994,118084123.99607217,107080364.98152523,2106600.0,2189400.0,69109390.4287849,1120000.0,1309,109186964.98152523,70229390.4287849,27
2036,307139382.3081934,177365340.23626226,116828426.47121371,103767879.13706137,2125600.0,2435500.0,80701976.6999183,1280000.0,1343,105893479.13706137,81981976.6999183,27
2037,299165842.78997284,166116172.92557204,117558274.2032093,108119845.53854164,2125600.0,2209000.0,68033123.04822187,1120000.0,1318,110245445.53854164,69153123.04822187,27
2038,304930585.2075094,162804932.45895728,117846125.65296763,104979538.8688436,2125600.0,2368000.0,76331320.68569818,1280000.0,1304,107105138.8688436,77611320.68569818,27
2039,296523269.7030539,152227113.43803668,115881229.21400318,98641384.01311018,2134600.0,2346600.0,76399456.47594054,1120000.0,1326,100775984.01311018,77519456.47594054,27
2022,292193248.37408316,292193248.37408316,118560225.3316053,103937685.64502034,1981300.0,1816600.0,64777437.397457555,1120000.0,1159,105918985.64502034,65897437.397457555,28
2023,298559720.6664946,287076654.48701406,119099803.16043805,105561295.85681508,1990300.0,2193800.0,68434521.6492415,1280000.0,1240,107551595.85681508,69714521.6492415,28
2024,304602768.7664783,281622382.365457,118841526.6838366,106159911.95159061,1990300.0,2191000.0,73820030.13105111,1600000.0,1377,108150211.95159061,75420030.13105111,28
2025,296904471.95227,263946994.43867877,116634223.32906207,101390008.14002723,1990300.0,2158900.0,73931040.48318067,800000.0,1357,103380308.14002723,74731040.48318067,28
2026,306214258.3428253,261753231.38450623,117028861.72440244,103469582.55776246,2026400.0,2388100.0,80021314.0606604,1280000.0,1407,105495982.55776246,81301314.0606604,28
2027,288725714.9434954,237311491.53053248,116569893.4833097,101259050.01301464,2026400.0,2156500.0,66073871.44717108,640000.0,1368,103285450.01301464,66713871.44717108,28
2028,306072164.7514599,241893277.72474903,119008451.35070159,111973276.6551015,2034500.0,2250600.0,69205336.7456568,1600000.0,1324,114007776.6551015,70805336.7456568,28
2029,299105544.07098687,227295630.9670377,117235069.7018158,106655073.93427595,2051600.0,2232800.0,69651000.43489511,1280000.0,1323,108706673.93427595,70931000.43489511,28
2030,297137819.82244986,217115694.47990847,116857819.93732117,101317469.58404852,2068700.0,2273300.0,73340530.30108018,1280000.0,1347,103386169.58404852,74620530.30108018,28
2031,302399470.59263855,212461856.88444847,117698106.7227441,107321992.53165035,2087700.0,2202200.0,71969471.33824408,1120000.0,1347,109409692.53165035,73089471.33824408,28
2032,307363491.1102737,207643761.3993078,117976574.36716747,109339256.4311469,2087700.0,2375100.0,74304860.31195934,1280000.0,1368,111426956.4311469,75584860.31195934,28
2033,299499395.9002734,194549096.59153557,117798629.18987046,105829235.91562872,2125700.0,2176900.0,70448930.7947742,1120000.0,1359,107954935.91562872,71568930.7947742,28
2034,303631625.72582847,189647417.5875511,118798058.44309066,106276546.2897679,2125700.0,2365200.0,72466120.99296987,1600000.0,1353,108402246.2897679,74066120.99296987,28
2035,314646087.94401884,188968286.72283065,119791591.8093894,113064194.75122942,2125700.0,2412500.0,75972101.38340001,1280000.0,1338,115189894.75122942,77252101.38340001,28
2036,301649664.16636276,174195164.79764023,118365134.09706257,106370128.38607995,2125700.0,2222300.0,71446401.68322022,1120000.0,1324,108495828.38607995,72566401.68322022,28
2037,302046456.9980066,167715675.74130467,117310539.91352795,101614513.05526343,2125700.0,2321700.0,77234004.02921519,1440000.0,1361,103740213.05526343,78674004.02921519,28
2038,304967562.3785661,162824674.8728982,117522409.15449739,109627891.88299306,2134700.0,2342100.0,72220461.34107564,1120000.0,1293,111762591.88299306,73340461.34107564,28
2039,305468679.94670975,156819447.73029798,116927394.14260536,108191982.85616583,2134700.0,2239700.0,74694902.94793858,1280000.0,1312,110326682.85616583,75974902.94793858,28
2022,288442998.9040306,288442998.9040306,116276206.23827963,101641178.77498417,1981300.0,1982400.0,64961913.89076681,1600000.0,1201,103622478.77498417,66561913.89076681,29
2023,295823715.7287135,284445880.5083784,119229226.83326864,107273023.61091375,1981300.0,2122000.0,64098165.28453115,1120000.0,1289,109254323.61091375,65218165.28453115,29
2024,293892460.26603216,271720100.09803265,116445717.90384062,101249161.2057499,1999300.0,2152900.0,71405381.15644166,640000.0,1314,103248461.2057499,72045381.15644166,29
2025,318458553.5956439,283108494.5341338,120659150.41094618,110115064.71206021,2026400.0,2370900.0,82327038.4726375,960000.0,1411,112141464.71206021,83287038.4726375,29
2026,311034275.2617745,265873402.04765818,116494651.94759755,99825289.68282981,2026400.0,2468300.0,88619633.63134713,1600000.0,1423,101851689.68282981,90219633.63134713,29
2027,304198759.53324264,250029206.30294186,115238912.69742738,103388944.70672591,2051600.0,2372800.0,79866502.12908933,1280000.0,1388,105440544.70672591,81146502.12908933,29
2028,304830135.7702295,240911684.17950487,118354158.88030691,107560413.25948319,2060600.0,2266700.0,72988263.6304394,1600000.0,1388,109621013.25948319,74588263.6304394,29
2029,302677943.9587693,230010361.27764466,116550497.86814646,106219574.19907299,2060600.0,2365400.0,74361871.89154989,1120000.0,1407,108280174.19907299,75481871.89154989,29
2030,294657052.3911302,215303022.01695523,116929334.70649219,98610001.59257032,2079600.0,2283400.0,73474716.0920677,1280000.0,1365,100689601.59257032,74754716.0920677,29
2031,303840836.6004289,213474541.52263618,118177431.71421619,100426433.98801203,2079600.0,2420700.0,79616670.89820066,1120000.0,1380,102506033.98801203,80736670.89820066,29
2032,290882735.09945357,196509953.16323733,116337546.42941579,100347094.38586026,2107600.0,2238400.0,68732094.28417754,1120000.0,1352,102454694.38586026,69852094.28417754,29
2033,306090078.95791906,198830278.6317593,118014883.92724253,105685771.70810492,2126600.0,2182200.0,76800623.32257159,1280000.0,1346,107812371.70810492,78080623.32257159,29
2034,300522601.84306794,187705530.4433049,116086925.51366132,101114782.82384036,2126600.0,2443900.0,77470393.50556625,1280000.0,1333,103241382.82384036,78750393.50556625,29
2035,310146410.8615753,186265897.271141,117373709.93870515,110394178.65474986,2134700.0,2324500.0,76639322.26812029,1280000.0,1306,112528878.65474986,77919322.26812029,29
2036,296550122.50204337,171250306.55268416,116415395.1432789,106442994.65790322,2152700.0,2234200.0,68344832.70086125,960000.0,1323,108595694.65790322,69304832.70086125,29
2037,302481882.4959406,167957452.06388372,115296425.63032827,95516347.83117434,2152700.0,2444000.0,85472409.034438,1600000.0,1355,97669047.83117434,87072409.034438,29
2038,302045101.23752326,161264348.97657123,118524090.73784553,107467214.43920426,2161700.0,2257900.0,70674196.06047346,960000.0,1325,109628914.43920426,71634196.06047346,29
2039,298359423.4470588,153169745.64547938,117483821.8784048,106818548.51253359,2178800.0,2185000.0,68733253.05612044,960000.0,1328,108997348.51253359,69693253.05612044,29
2022,296865626.8210271,296865626.8210271,119625651.22478539,107828237.67528425,1981300.0,1942600.0,64527837.92095747,960000.0,1215,109809537.67528425,65487837.92095747,30
2023,296776935.45934397,285362437.9416769,118370701.60506201,106643745.55079293,1981300.0,2127500.0,67333688.30348904,320000.0,1264,108625045.55079293,67653688.30348904,30
2024,297254658.721606,274828641.56953216,114548771.20208533,100966217.88305779,2026400.0,2280900.0,76632369.6364629,800000.0,1341,102992617.88305779,77432369.6364629,30
2025,292821078.4702877,260316872.502176,116241272.98675957,99367432.38985226,2026400.0,2163800.0,72062173.09367587,960000.0,1393,101393832.38985226,73022173.09367587,30
2026,311118249.9576289,265945183.96961498,119160329.04141393,110741135.85073009,2026400.0,2286700.0,75783685.06548491,1120000.0,1372,112767535.85073009,76903685.06548491,30
2027,297750217.2141797,244728974.57181922,116513758.57875548,102319925.00543189,2026400.0,2341500.0,72948633.62999232,1600000.0,1362,104346325.00543189,74548633.62999232,30
2028,301837146.94688445,238546281.63706726,116818665.104804,98771354.62387826,2064400.0,2432700.0,79990027.21820219,1760000.0,1414,100835754.62387826,81750027.21820219,30
2029,300509611.8457607,228362607.0800313,116455707.09650387,101384066.16173112,2064400.0,2365600.0,76959838.58752568,1280000.0,1344,103448466.16173112,78239838.58752568,30
2030,302446797.53908205,220994912.49602538,118175688.56224363,103021448.47696646,2072500.0,2326600.0,75410560.49987197,1440000.0,1371,105093948.47696646,76850560.49987197,30
2031,300409799.29828054,211063940.22487056,117832989.29983024,105094921.81581058,2072500.0,2116900.0,72172488.18263969,1120000.0,1307,107167421.81581058,73292488.18263969,30
2032,300719567.54205316,203155364.69620076,117147316.79594575,105536571.69111693,2072500.0,2299900.0,71743279.05499052,1920000.0,1327,107609071.69111693,73663279.05499052,30
2033,310820161.70324826,201902850.18784156,118032173.96179107,110748755.30315877,2090500.0,2335700.0,76173032.4382984,1440000.0,1357,112839255.30315877,77613032.4382984,30
2034,297948367.20354503,186097671.08253208,116566286.38632253,108141802.51239216,2090500.0,2257200.0,67452578.30483031,1440000.0,1313,110232302.51239216,68892578.30483031,30
2035,310757339.8099905,186632805.36602867,117165279.33964,108259988.86669849,2090500.0,2337200.0,79944371.60365203,960000.0,1352,110350488.86669849,80904371.60365203,30
2036,315868342.0773166,182406097.00188488,117672800.61879762,109975734.2152798,2099500.0,2471000.0,82209307.24323913,1440000.0,1342,112075234.2152798,83649307.24323913,30
2037,310094060.7846572,172184224.4559327,119765031.95856702,104961653.53856488,2118500.0,2374400.0,79914475.28752528,960000.0,1354,107080153.53856488,80874475.28752528,30
2038,311183575.5282902,166143455.1137066,117893528.2495208,110067713.60257795,2118500.0,2460100.0,77043733.67619145,1600000.0,1310,112186213.60257795,78643733.67619145,30
2039,303717077.2003011,155920221.7429313,118509747.66981088,106331199.58735178,2127500.0,2274300.0,72714329.94313848,1760000.0,1335,108458699.58735178,74474329.94313848,30
2022,295622684.5077971,295622684.5077971,116137695.08028822,104850809.86541174,1981300.0,1972300.0,70040579.56209719,640000.0,1224,106832109.86541174,70680579.56209719,31
2023,291364949.7950121,280158605.572127,116910810.50579329,102134776.7758231,1999300.0,2081300.0,67278762.51339571,960000.0,1278,104134076.7758231,68238762.51339571,31
2024,297530526.5372973,275083696.8725012,118342007.47104813,104891704.25231251,2034500.0,2105000.0,69037314.8139367,1120000.0,1277,106926204.25231251,70157314.8139367,31
2025,309384047.1603339,275041291.3564074,119680763.06593677,107010784.27702594,2034500.0,2260800.0,77117199.81737114,1280000.0,1350,109045284.27702594,78397199.81737114,31
2026,299232604.44122434,255785284.3690987,118180637.68782265,104891722.79065363,2034500.0,2143400.0,71342343.96274805,640000.0,1346,106926222.79065363,71982343.96274805,31
2027,289996639.35462207,238356098.75467968,115681285.41198806,99406449.12288518,2072500.0,2163900.0,69552504.81974885,1120000.0,1339,101478949.12288518,70672504.81974885,31
2028,301364288.7173421,238172574.90964893,118629750.39728135,107603577.71424237,2072500.0,2207700.0,69250760.60581838,1600000.0,1281,109676077.71424237,70850760.60581838,31
2029,315814778.12847245,239993275.57228363,119610741.44010462,115981665.84083723,2072500.0,2224600.0,75125270.84753065,800000.0,1350,118054165.84083723,75925270.84753065,31
2030,300555980.89658505,219613311.29589805,117707119.12874277,105887516.57465263,2072500.0,2216300.0,71552545.19318962,1120000.0,1362,107960016.57465263,72672545.19318962,31
2031,298489870.2444706,209715023.5384113,117119852.53279132,102607111.79873146,2115700.0,2218800.0,73148405.91294782,1280000.0,1302,104722811.79873146,74428405.91294782,31
2032,305437410.3087209,206342570.22351545,120524135.72761774,109646975.37217873,2115700.0,2193500.0,69837099.20892443,1120000.0,1324,111762675.37217873,70957099.20892443,31
2033,304427041.37451446,197750001.12910658,118452032.51669216,109264628.2353126,2133700.0,2246400.0,70730280.62250967,1600000.0,1328,111398328.2353126,72330280.62250967,31
2034,303461134.78613466,189540929.4496382,117731456.42495471,108997851.07130812,2133700.0,2206200.0,70791927.28987181,1600000.0,1287,111131551.07130812,72391927.28987181,31
2035,298175300.17398846,179076358.40992644,114031929.82405543,102230113.70247307,2133700.0,2447500.0,76052056.64745992,1280000.0,1338,104363813.70247307,77332056.64745992,31
2036,301983134.0669406,174387735.35609502,119591892.46921271,109907766.45476119,2133700.0,2129000.0,67100775.14296669,1120000.0,1287,112041466.45476119,68220775.14296669,31
2037,323305857.041706,179520265.93455204,119162190.11802872,120030078.84698403,2133700.0,2367600.0,78332288.07669328,1280000.0,1315,122163778.84698403,79612288.07669328,31
2038,295381337.36513716,157706510.96426436,115548254.38458723,101733696.37288086,2133700.0,2320700.0,72524986.60766906,1120000.0,1324,103867396.37288086,73644986.60766906,31
2039,304392021.9367633,156266720.31305948,116803200.61818123,105333645.02131434,2161700.0,2380700.0,76112776.29726775,1600000.0,1307,107495345.02131434,77712776.29726775,31
2022,292150865.22748494,292150865.22748494,117295246.12829322,106568801.19045466,1981300.0,1900900.0,63444617.908737056,960000.0,1231,108550101.19045466,64404617.908737056,32
2023,288087938.9564317,277007633.6119535,117439281.75870085,102890930.87871833,1989400.0,1999000.0,62489326.3190125,1280000.0,1237,104880330.87871833,63769326.3190125,32
2024,305132846.5730898,282112469.09494245,120341079.61236623,109610434.42393021,2007400.0,2221200.0,69352732.53679334,1600000.0,1372,111617834.42393021,70952732.53679334,32
2025,302135751.30616456,268597582.7354814,116550113.89240693,101036858.62282023,2007400.0,2302000.0,79439378.79093738,800000.0,1367,103044258.62282023,80239378.79093738,32
2026,298050179.92468685,254774542.93678612,117806742.88313524,99095708.46907787,2016400.0,2385700.0,75625628.5724737,1120000.0,1400,101112108.46907787,76745628.5724737,32
2027,303682402.18350446,249604798.20041764,119605584.89932108,108004957.53745222,2044400.0,2211800.0,70855659.74673118,960000.0,1358,110049357.53745222,71815659.74673118,32
2028,291379993.25948167,230281841.18012032,115794769.45556508,100725597.05542822,2063400.0,2219900.0,69456326.74848837,1120000.0,1365,102788997.05542822,70576326.74848837,32
2029,305273721.0121242,231982938.4995902,118402501.30281012,104252945.50306539,2099500.0,2343400.0,77375374.20624867,800000.0,1363,106352445.50306539,78175374.20624867,32
2030,292043451.67997676,213393289.5775292,116795548.1237743,99652863.8202014,2133700.0,2276800.0,69904539.73600104,1280000.0,1341,101786563.8202014,71184539.73600104,32
2031,313830046.4358189,220492827.8518948,119180285.32369329,109657384.0810909,2133700.0,2468300.0,78950377.03103471,1440000.0,1341,111791084.0810909,80390377.03103471,32
2032,292887547.5681314,197864332.63229123,117214509.4455328,100687179.44373137,2142700.0,2217700.0,69505458.6788672,1120000.0,1328,102829879.44373137,70625458.6788672,32
2033,292040835.1677831,189704157.76280332,117567718.18045928,95158579.13952626,2151700.0,2289000.0,73593837.84779754,1280000.0,1375,97310279.13952626,74873837.84779754,32
2034,306077402.66204077,191175042.6458403,118974328.52069418,108589812.09332931,2151700.0,2401300.0,72680262.0480173,1280000.0,1388,110741512.09332931,73960262.0480173,32
2035,298960915.5675821,179548178.65698725,118044385.46146668,102055271.38402963,2160700.0,2244200.0,73336358.72208576,1120000.0,1309,104215971.38402963,74456358.72208576,32
2036,310116112.33339167,179084327.6541018,121157147.59995753,115014061.85852002,2179700.0,2263200.0,68222002.87491414,1280000.0,1372,117193761.85852002,69502002.87491414,32
2037,311797701.7274237,173130195.79681996,119682103.52362199,110746759.80865957,2179700.0,2291300.0,75457838.39514218,1440000.0,1310,112926459.80865957,76897838.39514218,32
2038,306040553.62546986,163397553.67205948,118720398.36231239,112588804.66195904,2179700.0,2270400.0,68841250.60119846,1440000.0,1335,114768504.66195904,70281250.60119846,32
2039,310450326.3858116,159376891.73242563,119593299.96949823,111803208.92377505,2188700.0,2219700.0,73205417.49253836,1440000.0,1307,113991908.92377505,74645417.49253836,32
2022,298475408.54611015,298475408.54611015,119220974.19940954,112033107.50269791,1981300.0,1908200.0,62371826.84400271,960000.0,1198,114014407.50269791,63331826.84400271,33
2023,310561290.21744305,298616625.2090798,121391786.95862888,114773349.151223,1981300.0,2184500.0,68630354.10759115,1600000.0,1294,116754649.151223,70230354.10759115,33
2024,293861446.06459117,271691425.7253986,115398167.303123,100787808.29274336,1989400.0,2236400.0,72649670.4687248,800000.0,1413,102777208.29274336,73449670.4687248,33
2025,309388116.31047547,275044908.81606615,119983428.86866267,107198213.77247669,1989400.0,2341000.0,76436073.6693361,1440000.0,1376,109187613.77247669,77876073.6693361,33
2026,303166160.1374511,259147704.26388216,119385266.74045652,107059633.29679258,1989400.0,2366300.0,71085560.100202,1280000.0,1342,109049033.29679258,72365560.100202,33
2027,303034756.77663416,249072480.88494274,118269743.15507068,108512252.82336158,2008400.0,2211600.0,70752760.79820189,1280000.0,1350,110520652.82336158,72032760.79820189,33
2028,308344880.74462783,243689438.18700886,120001665.69768058,110472449.66405663,2008400.0,2245600.0,72816765.3828906,800000.0,1369,112480849.66405663,73616765.3828906,33
2029,306457161.22863513,232882255.80097654,117596979.37263781,106975295.73009992,2053500.0,2398000.0,76473386.1258974,960000.0,1400,109028795.73009992,77433386.1258974,33
2030,301118030.3591567,220023995.33292583,118824760.93431471,107005881.80146931,2053500.0,2222200.0,69251687.6233727,1760000.0,1372,109059381.80146931,71011687.6233727,33
2031,304888328.48846585,214210495.4287974,117983924.61415376,102625674.04457152,2053500.0,2411600.0,78213629.82974058,1600000.0,1367,104679174.04457152,79813629.82974058,33
2032,290303668.7962307,196118756.7174055,116194010.40147527,97900229.00790332,2072500.0,2319200.0,70057729.38685207,1760000.0,1344,99972729.00790332,71817729.38685207,33
2033,318036120.5230522,206590199.44013202,120372038.03997664,115653988.28696094,2089600.0,2323400.0,76477094.19611466,1120000.0,1328,117743588.28696094,77597094.19611466,33
2034,285190633.2036231,178129228.06685358,114195858.45217235,94724133.95503722,2089600.0,2306800.0,70594240.79641354,1280000.0,1349,96813733.95503722,71874240.79641354,33
2035,307817132.83396316,184866993.24835426,118271595.13806912,109179076.49802218,2098600.0,2230100.0,75077761.19787185,960000.0,1300,111277676.49802218,76037761.19787185,33
2036,303479957.2974059,175252113.47507757,118925684.57617958,110510081.94642207,2134700.0,2270700.0,68678790.77480426,960000.0,1325,112644781.94642207,69638790.77480426,33
2037,297751409.6751907,165330788.42547134,115701261.66807693,105329557.73196469,2151800.0,2246800.0,71041990.27514906,1280000.0,1328,107481357.73196469,72321990.27514906,33
2038,308232764.7627178,164567993.12106568,116363464.13491955,108328829.57596171,2151800.0,2424600.0,77684071.05183652,1280000.0,1305,110480629.57596171,78964071.05183652,33
2039,304725338.4715696,156437836.10442904,118661735.25953068,106023682.19969524,2151800.0,2264700.0,74183421.0123437,1440000.0,1346,108175482.19969524,75623421.0123437,33
2022,294359957.4131888,294359957.4131888,117465620.44157872,103443834.62466674,1981300.0,2113900.0,68075302.34694333,1280000.0,1210,105425134.62466674,69355302.34694333,34
2023,295998578.76891476,284614018.0470334,116018269.59579511,104153799.24965307,1990300.0,2065600.0,70970609.92346658,800000.0,1248,106144099.24965307,71770609.92346658,34
2024,307468284.0422404,284271712.3171601,121553355.80083108,110517817.28435557,1990300.0,2204300.0,69282510.95705377,1920000.0,1367,112508117.28435557,71202510.95705377,34
2025,307216647.072826,273114480.5708299,118389391.42219405,111427865.72001198,1999300.0,2195400.0,71604689.93062,1600000.0,1343,113427165.72001198,73204689.93062,34
2026,304790490.94400305,260536189.04494148,117304093.07278189,105770656.48722506,1999300.0,2411500.0,76024941.38399613,1280000.0,1404,107769956.48722506,77304941.38399613,34
2027,318162575.2580837,261506444.96098122,119412579.81129228,110065873.2786564,1999300.0,2397300.0,83327522.16813506,960000.0,1452,112065173.2786564,84287522.16813506,34
2028,294537231.64549756,232777052.53778145,117050024.03557415,110016500.58873817,2018300.0,1966000.0,62526407.02118521,960000.0,1272,112034800.58873817,63486407.02118521,34
2029,306249404.72499084,232724377.93304867,117304765.104107,112104809.86267738,2045300.0,2281700.0,71872829.75820644,640000.0,1325,114150109.86267738,72512829.75820644,34
2030,304238744.7840397,222304270.7957962,118308614.83504869,107965347.90067561,2098500.0,2199600.0,72706682.04831536,960000.0,1289,110063847.90067561,73666682.04831536,34
2031,308682906.7796799,216876515.80331975,118483400.27178256,111075739.5410943,2126500.0,2140400.0,73256866.966803,1600000.0,1325,113202239.5410943,74856866.966803,34
2032,305583149.34947014,206441026.29744467,118627219.44809768,109049521.3649639,2135500.0,2222100.0,72428808.53640857,1120000.0,1346,111185021.3649639,73548808.53640857,34
2033,298593155.31708896,193960419.9892902,116098962.80944833,104462502.92005941,2135500.0,2316700.0,72299489.58758123,1280000.0,1348,106598002.92005941,73579489.58758123,34
2034,307881675.9032876,192301986.3889593,118698464.84771976,111250922.87739901,2135500.0,2260600.0,71776188.1781688,1760000.0,1342,113386422.87739901,73536188.1781688,34
2035,319426993.97890294,191839574.99562696,121344852.43961275,116484800.51472607,2135500.0,2275200.0,75266641.02456412,1920000.0,1328,118620300.51472607,77186641.02456412,34
2036,306318999.3133755,176891589.49838418,117705024.40917191,108358221.60801017,2144500.0,2368800.0,74462453.29619338,1280000.0,1303,110502721.60801017,75742453.29619338,34
2037,309457458.20237064,171830741.63965338,119755122.51302701,108256982.20523763,2152600.0,2284600.0,75568153.484106,1440000.0,1307,110409582.20523763,77008153.484106,34
2038,278669380.781303,148783860.7124485,111376602.92342524,91629478.99646299,2152600.0,2255100.0,70135598.86141478,1120000.0,1292,93782078.99646299,71255598.86141478,34
2039,303751633.4189425,155937961.98105958,116057120.58425888,102359234.04821712,2152600.0,2379600.0,79043078.7864665,1760000.0,1303,104511834.04821712,80803078.7864665,34
2022,294355228.42919755,294355228.42919755,119243988.93660006,111797308.66043045,1981300.0,1840100.0,58212530.83216706,1280000.0,1177,113778608.66043045,59492530.83216706,35
2023,296724149.1155828,285311681.84190655,118674952.95058368,104676508.5580197,1989400.0,2144700.0,67798587.60697946,1440000.0,1351,106665908.5580197,69238587.60697946,35
2024,305496970.75520945,282449122.3698312,118159414.62714545,106623864.57329366,1998400.0,2143800.0,75611491.55477037,960000.0,1367,108622264.57329366,76571491.55477037,35
2025,302099723.11676836,268565553.8062987,117107425.519699,103967416.39442852,1998400.0,2246000.0,75500481.2026408,1280000.0,1400,105965816.39442852,76780481.2026408,35
2026,309465481.7942877,264532390.8167904,117401433.485995,110432887.10445967,2007400.0,2257600.0,75606161.20383303,1760000.0,1386,112440287.10445967,77366161.20383303,35
2027,295333363.59847456,242742497.07200184,115322130.50475207,104474287.73646496,2007400.0,2184900.0,70544645.35725753,800000.0,1348,106481687.73646496,71344645.35725753,35
2028,303843649.6000592,240132049.82978737,118970158.59128378,103027508.05070284,2007400.0,2325400.0,75593182.95807259,1920000.0,1367,105034908.05070284,77513182.95807259,35
2029,300957417.6862966,228702902.71511048,117677600.03193508,106761061.60044535,2026400.0,2319400.0,70092956.05391616,2080000.0,1355,108787461.60044535,72172956.05391616,35
2030,299816368.4582855,219072883.73173496,116606608.1751434,104023347.52296712,2045400.0,2258600.0,73602412.76017499,1280000.0,1347,106068747.52296712,74882412.76017499,35
2031,301507659.4119157,211835282.17823175,115613090.53326209,104826680.1292955,2045400.0,2308700.0,75753788.74935815,960000.0,1385,106872080.1292955,76713788.74935815,35
2032,307096431.6885711,207463345.62305817,117682834.92623848,106735309.22255188,2045400.0,2439900.0,77392987.5397807,800000.0,1363,108780709.22255188,78192987.5397807,35
2033,292226285.19244695,189824622.56258288,115215690.42854665,97582403.22701345,2045400.0,2236500.0,74026291.53688683,1120000.0,1349,99627803.22701345,75146291.53688683,35
2034,291375117.8524459,181992038.9316815,115053017.87375602,97925702.31642051,2083400.0,2333500.0,72699497.66226938,1280000.0,1304,100009102.31642051,73979497.66226938,35
2035,287760278.7531342,172821366.4380238,114690777.22373284,99945158.83286197,2109500.0,2253100.0,67961742.6965394,800000.0,1351,102054658.83286197,68761742.6965394,35
2036,296950047.98692787,171481253.55519038,116891678.84226422,97662238.46030673,2109500.0,2314200.0,76212430.68435691,1760000.0,1328,99771738.46030673,77972430.68435691,35
2037,304171760.5664265,168895781.3703381,119089006.86000206,109334835.01921159,2118500.0,2264200.0,70245218.68721285,1120000.0,1333,111453335.01921159,71365218.68721285,35
2038,318378278.1839732,169984765.68320435,120287618.21939269,112677400.82345092,2118500.0,2476100.0,79378659.14112955,1440000.0,1349,114795900.82345092,80818659.14112955,35
2039,293152763.29784715,150496785.62463152,117366040.84277612,99601595.33969916,2118500.0,2231500.0,70875127.11537184,960000.0,1333,101720095.33969916,71835127.11537184,35
2022,299360135.33772427,299360135.33772427,118012218.26106308,105730319.79617825,1981300.0,2076600.0,69959697.28048296,1600000.0,1252,107711619.79617825,71559697.28048296,36
2023,307920068.91831416,296076989.34453285,121624087.8433582,116774222.81215197,1990300.0,2044100.0,63727358.262804,1760000.0,1278,118764522.81215197,65487358.262804,36
2024,295878821.6503764,273556602.85722667,118862662.71121508,106290615.56697644,1998400.0,2119700.0,65647443.372184865,960000.0,1333,108289015.56697644,66607443.372184865,36
2025,304784259.3251,270952096.72022575,117205896.54664828,105431600.50675474,2016400.0,2214000.0,76956362.271697,960000.0,1322,107448000.50675474,77916362.271697,36
2026,304590108.3815814,260364901.1907742,117780259.75406432,110094967.82603659,2016400.0,2215100.0,71043380.80148053,1440000.0,1382,112111367.82603659,72483380.80148053,36
2027,296299504.6943854,243536594.62768513,117367789.18404758,103744958.76438294,2052500.0,2142500.0,69231756.74595486,1760000.0,1317,105797458.76438294,70991756.74595486,36
2028,295107640.3747353,233227854.84210134,117081687.90021317,98387103.92410478,2052500.0,2315800.0,73670548.55041735,1600000.0,1372,100439603.92410478,75270548.55041735,36
2029,291930126.76539487,221842903.53936002,115723759.59391385,97721897.40820758,2052500.0,2350000.0,72321969.76327345,1760000.0,1331,99774397.40820758,74081969.76327345,36
2030,289071564.21602136,211221760.5172488,113743988.0190389,96445962.39576885,2052500.0,2334300.0,72574813.80121364,1920000.0,1390,98498462.39576885,74494813.80121364,36
2031,299549263.4334437,210459339.14074638,119734116.10120772,108189963.08099398,2052500.0,2160000.0,65812684.25124202,1600000.0,1307,110242463.08099398,67412684.25124201,36
2032,298490678.1413407,201649606.88080376,115835633.68926188,104146202.57587892,2071500.0,2316100.0,73001241.87619986,1120000.0,1288,106217702.57587892,74121241.87619986,36
2033,296540999.8016838,192627378.89788058,117141091.07081689,102840524.76752274,2080500.0,2283700.0,71395183.96334416,800000.0,1326,104921024.76752274,72195183.96334416,36
2034,302043553.116972,188655512.12154046,115236159.36189835,107074551.86993207,2108500.0,2230500.0,73793841.88514163,1600000.0,1338,109183051.86993207,75393841.88514163,36
2035,313423531.9294761,188234051.2616482,119864134.55548686,110353532.29091887,2108500.0,2474900.0,77342465.08307038,1280000.0,1341,112462032.29091887,78622465.08307038,36
