Year,Total_Cost_USD,NPV_Cost_USD,Energy_Cost_USD,PM_Asset_USD,PM_Modules_USD,CM_USD,Repl_Chassis_CapEx_USD,Repl_Modules_CapEx_USD,Units_Replaced,PM_Total_USD,Repl_Total_CapEx_USD,Run_ID
2027,299456170.2494075,246131143.61433133,114770238.87556234,100659285.58264087,2035400.0,2323300.0,77907945.79120427,1760000.0,1415,102694685.58264087,79667945.79120427,103
2028,305891780.00883913,241750717.04243574,118111494.20709354,106278567.57544024,2044400.0,2294300.0,76043018.22630532,1120000.0,1366,108322967.57544024,77163018.22630532,103
2029,304965356.45576036,231748606.78024918,116314925.85224155,104316332.86673471,2044400.0,2345200.0,79304497.73678413,640000.0,1381,106360732.86673471,79944497.73678413,103
2030,305156190.3186149,222974639.2615331,117576900.07000943,107053073.78816399,2063400.0,2157200.0,75025616.46044147,1280000.0,1342,109116473.78816399,76305616.46044147,103
2031,297409523.90366584,208955986.52953076,114947887.90844598,103121488.8437829,2063400.0,2244800.0,74071947.15143698,960000.0,1349,105184888.8437829,75031947.15143698,103
2032,316465653.7402854,213792856.33096892,119188576.24157287,109223264.65061018,2082400.0,2495100.0,81396312.84810238,2080000.0,1360,111305664.65061018,83476312.84810238,103
2033,313569966.09510213,203689070.68631876,117718374.67389525,110336854.03282656,2082400.0,2308600.0,79523737.3883803,1600000.0,1311,112419254.03282656,81123737.3883803,103
2034,298935075.3318591,186713966.06827372,117106528.37333773,99742937.32593322,2082400.0,2274300.0,76288909.63258813,1440000.0,1339,101825337.32593322,77728909.63258813,103
2035,312734704.2763319,187820359.22335684,117755604.8098553,109474487.86520907,2082400.0,2409200.0,79733011.60126756,1280000.0,1364,111556887.86520907,81013011.60126756,103
2036,302726177.5277722,174816824.44017893,118925470.54432406,105780704.76480561,2091400.0,2235000.0,72253602.2186425,1440000.0,1339,107872104.76480561,73693602.2186425,103
2037,307412758.51609236,170695392.4851541,118716347.34999624,109440397.0009796,2099500.0,2307100.0,73729414.16511653,1120000.0,1324,111539897.0009796,74849414.16511653,103
2038,302918320.03189516,161730567.63004893,118311384.66338547,106287971.39205097,2099500.0,2381800.0,72557663.97645876,1280000.0,1361,108387471.39205097,73837663.97645876,103
2039,307510815.99485976,157867825.74180764,116695022.42410377,107993102.8825243,2108500.0,2398300.0,76555890.68823168,1760000.0,1355,110101602.8825243,78315890.68823168,103
2022,297599252.34300524,297599252.34300524,116134454.74880534,101947304.65237151,1981300.0,2102900.0,74153292.94182837,1280000.0,1246,103928604.65237151,75433292.94182837,104
2023,292109703.153318,280874714.57049805,118128545.2763607,103610363.45702744,1989400.0,2047100.0,65214294.41992985,1120000.0,1259,105599763.45702744,66334294.41992985,104
2024,309365919.90032893,286026183.33980113,121030944.83745645,110580140.38588037,1998400.0,2187000.0,72449434.67699215,1120000.0,1395,112578540.38588037,73569434.67699215,104
2025,311516929.98931366,276937416.4248422,120711957.00425783,115750829.92014268,1998400.0,2103100.0,69512643.06491317,1440000.0,1411,117749229.92014268,70952643.06491317,104
2026,302278321.4741045,258388776.0534953,117170049.41402803,105409893.50027029,2024500.0,2371100.0,74502778.5598062,800000.0,1338,107434393.50027029,75302778.5598062,104
2027,305319930.27789336,250950726.92927587,117628136.79926726,104449568.73471971,2033500.0,2188000.0,78380724.74390638,640000.0,1373,106483068.73471971,79020724.74390638,104
2028,306450791.56634676,242192511.99638507,121325933.71850604,111889872.3438027,2071500.0,2199100.0,68004385.50403802,960000.0,1365,113961372.3438027,68964385.50403802,104
2029,307873143.7287667,233958286.12600893,117397481.02265416,106371442.69755012,2099500.0,2371200.0,78513520.00856242,1120000.0,1376,108470942.69755012,79633520.00856242,104
2030,300042857.0404803,219238376.7202895,117495418.33870228,104747341.57493092,2116600.0,2351200.0,71892297.12684712,1440000.0,1329,106863941.57493092,73332297.12684712,104
2031,300279571.22719353,210972443.70952484,115713573.48034824,100403259.8483777,2116600.0,2360900.0,78085237.89846757,1600000.0,1411,102519859.8483777,79685237.89846757,104
2032,290236239.25448567,196073203.73508224,115775671.63230719,97905625.77280395,2124700.0,2206800.0,70623441.84937455,1600000.0,1276,100030325.77280395,72223441.84937455,104
2033,303694607.4163931,197274225.99628156,116611196.12657933,102623095.49011481,2124700.0,2394700.0,78660915.79969896,1280000.0,1392,104747795.49011481,79940915.79969896,104
2034,303457719.60737723,189538796.33906254,117669637.50718144,105697391.96079907,2133700.0,2277200.0,74559790.13939676,1120000.0,1335,107831091.96079907,75679790.13939676,104
2035,299458537.96137416,179847037.77137908,116733575.50062966,101778605.4702458,2133700.0,2335400.0,75357256.99049869,1120000.0,1338,103912305.4702458,76477256.99049869,104
2036,294262213.09273684,169929095.8770561,114705081.24091001,101738164.54496567,2133700.0,2267400.0,72297867.30686118,1120000.0,1283,103871864.54496567,73417867.30686118,104
2037,304119972.98268735,168867025.5634065,117467634.66347271,109971693.1304959,2133700.0,2270700.0,71156245.18871874,1120000.0,1322,112105393.1304959,72276245.18871874,104
2038,299498045.4761625,159904455.081653,116300605.71838881,105585215.61188194,2152700.0,2314200.0,72025324.14589173,1120000.0,1336,107737915.61188194,73145324.14589173,104
2039,306614041.4389636,157407445.67724994,118972043.51329207,103928858.62375267,2152700.0,2360300.0,78080139.30191882,1120000.0,1259,106081558.62375267,79200139.30191882,104
2022,286322400.9662165,286322400.9662165,117869929.15372032,99781445.8260904,1981300.0,1940900.0,64108825.9864058,640000.0,1198,101762745.8260904,64748825.9864058,105
2023,302634178.4191522,290994402.32610786,118217833.59100735,102898094.15690252,1998400.0,2389900.0,75049950.67124233,2080000.0,1271,104896494.15690252,77129950.67124233,105
2024,309043440.9839696,285728033.4541139,118937673.45561978,113822749.70618539,1998400.0,2162900.0,71321717.82216448,800000.0,1331,115821149.70618539,72121717.82216448,105
2025,288719040.5007806,256670175.68415433,116213664.2423417,100391587.43294021,2007400.0,2034400.0,66951988.82549867,1120000.0,1302,102398987.43294021,68071988.82549867,105
2026,312098051.74084884,266782722.64028978,116549265.5723169,110584130.3607854,2007400.0,2463000.0,79374255.80774654,1120000.0,1323,112591530.3607854,80494255.80774654,105
2027,288313444.18203247,236972635.0163618,114783602.28482203,100155965.86087978,2026400.0,2013300.0,68534176.03633067,800000.0,1287,102182365.86087978,69334176.03633067,105
2028,289090265.14313626,228472235.7897998,115941796.59050444,98032684.0792004,2054400.0,2304700.0,69956684.47343142,800000.0,1344,100087084.0792004,70756684.47343142,105
2029,310604600.72958887,236033968.95692915,116417720.48002371,107323528.8013373,2071500.0,2433400.0,81718451.44822784,640000.0,1402,109395028.8013373,82358451.44822784,105
2030,309866759.2608344,226416605.84759948,119047272.46634234,115155881.61680152,2118500.0,2246400.0,70178705.17769055,1120000.0,1357,117274381.61680152,71298705.17769055,105
2031,315373281.3498686,221577084.2323883,118797950.8383302,113951864.38146819,2137500.0,2362700.0,76843266.13007021,1280000.0,1361,116089364.38146819,78123266.13007021,105
2032,299146123.6384028,202092402.37323722,116978733.26523928,106421539.23356223,2137500.0,2255700.0,69912651.13960133,1440000.0,1347,108559039.23356223,71352651.13960133,105
2033,294874891.1674356,191545106.49916005,114735398.22426851,96495655.0461898,2137500.0,2433200.0,77953137.89697728,1120000.0,1401,98633155.0461898,79073137.89697728,105
2034,302520318.2189163,188953298.19755757,118822627.73170753,104224499.13376369,2137500.0,2258800.0,73316891.35344508,1760000.0,1382,106361999.13376369,75076891.35344508,105
2035,299233306.7719122,179711769.75559896,115626719.34627654,104057084.31213889,2137500.0,2312900.0,73819103.11349678,1280000.0,1325,106194584.31213889,75099103.11349678,105
2036,305707429.51782745,176538423.18004876,118330308.66132207,107554585.98414911,2145600.0,2341300.0,74215634.87235625,1120000.0,1344,109700185.98414911,75335634.87235625,105
2037,304795563.1064849,169242156.7775349,118632624.27589853,110715331.02347384,2145600.0,2194500.0,69987507.8071125,1120000.0,1300,112860931.02347384,71107507.8071125,105
2038,298811946.63682896,159538141.30200428,116573973.38000162,102008125.92940012,2145600.0,2363400.0,74120847.32742725,1600000.0,1292,104153725.92940012,75720847.32742725,105
2039,301549685.5590452,154807540.86102775,117713630.4448214,105227504.99628726,2145600.0,2365400.0,72657550.1179365,1440000.0,1338,107373104.99628726,74097550.1179365,105
2022,290224098.52641135,290224098.52641135,116691397.86778125,97908631.9647109,1981300.0,2003100.0,70839668.69391918,800000.0,1173,99889931.9647109,71639668.69391918,106
2023,299487212.33090526,287968473.3951012,120371619.86430971,111084705.08776669,1981300.0,1963400.0,63126187.37882887,960000.0,1241,113066005.08776669,64086187.37882887,106
2024,300506910.577468,277835531.2291679,118649235.58923015,107352410.35699773,2006500.0,2184800.0,68393964.6312401,1920000.0,1427,109358910.35699773,70313964.6312401,106
2025,291127284.78208345,258811096.08102262,115453255.14207675,98060191.98608296,2025500.0,2188600.0,71959737.65392374,1440000.0,1376,100085691.98608296,73399737.65392374,106
2026,307044546.7755242,262462965.41654074,118792967.14237818,112140329.1870737,2025500.0,2164000.0,70641750.44607233,1280000.0,1326,114165829.1870737,71921750.44607233,106
2027,303685641.39560056,249607460.59664395,118141641.99066123,112499019.16868693,2044500.0,2126300.0,67594180.23625237,1280000.0,1345,114543519.16868693,68874180.23625237,106
2028,310417665.3111079,245327589.93860734,117759328.19959976,107110029.54162347,2044500.0,2322400.0,80061407.56988466,1120000.0,1376,109154529.54162347,81181407.56988466,106
2029,303290040.96362454,230475504.69504175,117332495.41798075,106804823.84126137,2062500.0,2168000.0,73322221.7043824,1600000.0,1331,108867323.84126137,74922221.7043824,106
2030,301645464.6218358,220409386.38244793,117753331.04706699,104668984.32635163,2062500.0,2382900.0,73337749.24841724,1440000.0,1394,106731484.32635163,74777749.24841724,106
2031,308454808.408249,216716256.9131453,120669123.47158694,113235990.1185526,2062500.0,2120000.0,69407194.81810951,960000.0,1357,115298490.1185526,70367194.81810951,106
2032,311126452.65573424,210185883.38809028,119144670.56861414,111622673.35087654,2062500.0,2425300.0,74591308.73624356,1280000.0,1380,113685173.35087654,75871308.73624356,106
2033,308325729.08653015,200282514.324952,119549779.58577545,108620613.21749572,2088600.0,2235700.0,74871036.28325897,960000.0,1291,110709213.21749572,75831036.28325897,106
2034,291211551.5232761,181889875.8850714,116387738.12486237,101255097.01397727,2107600.0,2212600.0,68288516.38443644,960000.0,1312,103362697.01397727,69248516.38443644,106
2035,310284545.83021766,186348857.5536966,118221787.15886141,109455912.89803548,2133700.0,2390400.0,76322745.77332073,1760000.0,1337,111589612.89803548,78082745.77332073,106
2036,298852276.4936651,172579743.11966446,117016181.32945748,97614948.31706172,2133700.0,2446100.0,78201346.84714589,1440000.0,1388,99748648.31706172,79641346.84714589,106
2037,308429908.0859356,171260179.5352381,119619054.71850958,109505335.69442648,2142700.0,2232200.0,73650617.67299952,1280000.0,1302,111648035.69442648,74930617.67299952,106
2038,300816290.0050656,160608276.61318752,118626471.04103303,104104759.55288872,2142700.0,2291400.0,72210959.41114388,1440000.0,1321,106247459.55288872,73650959.41114388,106
2039,317102801.8985038,162792094.67932582,119916043.803316,113736841.77645978,2142700.0,2332200.0,78015016.31872799,960000.0,1295,115879541.77645978,78975016.31872799,106
2022,307301510.6053476,307301510.6053476,120220601.75345023,109676900.31101789,1981300.0,2117600.0,72825108.54087946,480000.0,1269,111658200.31101789,73305108.54087946,107
2023,288514486.76751703,277417775.7379971,115920403.50140448,100406963.39465724,1998400.0,2068400.0,66360319.8714553,1760000.0,1292,102405363.39465724,68120319.8714553,107
2024,291400619.23380166,269416252.9898314,117114392.21609102,104044108.9106289,2024500.0,2102600.0,65475018.10708174,640000.0,1362,106068608.9106289,66115018.10708174,107
2025,296179042.5238934,263302090.31837928,116006733.58777712,100682923.88553435,2024500.0,2202200.0,74462685.05058196,800000.0,1364,102707423.88553435,75262685.05058196,107
2026,299276181.4749108,255822534.2001265,116522849.8193579,99843747.2761455,2043500.0,2412800.0,77173284.37940738,1280000.0,1389,101887247.2761455,78453284.37940738,107
2027,304518284.53686154,250291832.56470364,119909159.12689184,110309824.45455529,2062500.0,2139600.0,69137200.95541444,960000.0,1365,112372324.45455529,70097200.95541444,107
2028,298859567.8468785,236193057.6228221,118577090.55383126,104026864.2151685,2062500.0,2091200.0,70661913.07787874,1440000.0,1308,106089364.2151685,72101913.07787874,107
2029,312185485.3560228,237235311.34517357,117341923.42845678,109083612.43460491,2071500.0,2465200.0,79463249.49296106,1760000.0,1423,111155112.43460491,81223249.49296106,107
2030,288649094.2773214,210913065.87113294,117146109.01454848,99976120.65835811,2071500.0,2159200.0,66016164.60441479,1280000.0,1352,102047620.65835811,67296164.60441479,107
2031,299354646.87484986,210322604.12815434,116740190.1212896,101586333.27288194,2071500.0,2252300.0,75264323.48067832,1440000.0,1322,103657833.27288194,76704323.48067832,107
2032,302565357.38108236,204402314.17463163,117933593.87473905,103176692.30236125,2071500.0,2324200.0,75619371.20398207,1440000.0,1354,105248192.30236125,77059371.20398207,107
2033,302530073.55417717,196517767.00522637,116893832.83454287,105819790.76576571,2099500.0,2291500.0,73665449.9538686,1760000.0,1321,107919290.76576571,75425449.9538686,107
2034,307869675.2750291,192294490.83195594,121226009.11928631,110905611.67828757,2099500.0,2205200.0,70313354.47745523,1120000.0,1338,113005111.67828757,71433354.47745523,107
2035,313924443.21008265,188534885.59623304,117869938.92116919,103329975.06626475,2107600.0,2572400.0,86604529.22264868,1440000.0,1399,105437575.06626475,88044529.22264868,107
2036,300893203.21033615,173758327.4444073,117838160.29298618,111969132.52701466,2107600.0,2157100.0,65701210.3903353,1120000.0,1347,114076732.52701466,66821210.3903353,107
2037,304535544.0219038,169097777.40983903,117310455.56028713,107824067.98618552,2107600.0,2289300.0,73244120.47543113,1760000.0,1321,109931667.98618552,75004120.47543113,107
2038,301660361.1515998,161058933.09918264,117470434.29494286,107250279.03404541,2107600.0,2350700.0,71361347.82261156,1120000.0,1345,109357879.03404541,72481347.82261156,107
2039,317031080.49171734,162755274.82792678,119805395.47869745,113710576.76898004,2107600.0,2352500.0,77615008.24403983,1440000.0,1314,115818176.76898004,79055008.24403983,107
2022,292836558.76826704,292836558.76826704,117279734.29628743,103023599.14780664,1981300.0,1979900.0,67612025.32417299,960000.0,1215,105004899.14780664,68572025.32417299,108
2023,290582942.4043493,279406675.3887974,118004039.0150305,102781804.06550622,1990300.0,2056900.0,64469899.323812604,1280000.0,1296,104772104.06550622,65749899.323812604,108
2024,300674501.7544758,277990478.6931173,118931145.3867385,107307336.81249543,2007400.0,2195700.0,69432919.55524184,800000.0,1364,109314736.81249543,70232919.55524184,108
2025,308354094.79823536,274125667.4568973,119856819.61146133,111260424.90476963,2007400.0,2139800.0,71649650.28200442,1440000.0,1353,113267824.90476963,73089650.28200442,108
2026,310852036.78495884,265717623.8339093,116407926.17986225,109600553.56839879,2007400.0,2423800.0,79452357.03669783,960000.0,1455,111607953.56839879,80412357.03669783,108
2027,303882680.30631554,249769412.21844697,116417284.85832478,104500692.4702463,2007400.0,2340400.0,77336902.97774448,1280000.0,1431,106508092.4702463,78616902.97774448,108
2028,302708962.7243817,239235290.30978408,118121724.00257365,107000785.62693995,2007400.0,2291200.0,72167853.0948681,1120000.0,1372,109008185.62693995,73287853.0948681,108
2029,315102485.2468424,239451991.5233159,119425410.916782,111996011.34247997,2026400.0,2325900.0,78208762.98758042,1120000.0,1377,114022411.34247997,79328762.98758042,108
2030,307907403.79668385,224984924.00182757,117960355.91305627,105198626.28817217,2045400.0,2365200.0,79217821.59545541,1120000.0,1398,107244026.28817217,80337821.59545541,108
2031,302097559.0519236,212249737.84062397,117179116.05528481,101539450.7170432,2064400.0,2378100.0,77656492.27959555,1280000.0,1401,103603850.7170432,78936492.27959555,108
2032,290137185.7792354,196006286.7564055,116708470.44720736,98778762.26994644,2064400.0,2203900.0,69261653.06208162,1120000.0,1315,100843162.26994644,70381653.06208162,108
2033,309967427.36659175,201348930.22306022,120213897.28149386,112615132.78673136,2064400.0,2249100.0,71544897.2983665,1280000.0,1360,114679532.78673136,72824897.2983665,108
2034,307464954.2861494,192041703.29639855,118906772.18681148,106799499.13381387,2064400.0,2320600.0,76253682.96552406,1120000.0,1358,108863899.13381387,77373682.96552406,108
2035,289352886.25325006,173777845.23197713,115563314.54524449,98249004.42796971,2119400.0,2221100.0,69920067.28003587,1280000.0,1313,100368404.42796971,71200067.28003587,108
2036,295628166.33462423,170717899.8385457,117041009.17029177,103798336.5665617,2119400.0,2212000.0,68537420.59777078,1920000.0,1348,105917736.5665617,70457420.59777078,108
2037,299194383.4019553,166132020.5142916,115551258.24768521,100658627.79182093,2119400.0,2359900.0,77225197.36244917,1280000.0,1314,102778027.79182093,78505197.36244917,108
2038,300798069.15264976,160598548.35111472,115005884.23930353,101937052.45269342,2119400.0,2301200.0,78154532.46065283,1280000.0,1323,104056452.45269342,79434532.46065283,108
2039,306898273.2640817,157553362.69188523,117332491.35263422,108486115.9692899,2119400.0,2262700.0,75737565.9421576,960000.0,1292,110605515.9692899,76697565.9421576,108
2022,292853414.8934287,292853414.8934287,117112335.14144671,101384284.58189194,1981300.0,2070500.0,69504995.17009005,800000.0,1245,103365584.58189194,70304995.17009005,109
2023,293524393.5858068,282234993.8325065,118270637.36875892,101480143.16301383,1981300.0,2124000.0,68548313.05403402,1120000.0,1280,103461443.16301383,69668313.05403402,109
2024,296784333.28930616,274393799.26895905,118352592.78986226,105252484.11888222,1998400.0,2115800.0,67945056.38056168,1120000.0,1329,107250884.11888222,69065056.38056168,109
2025,298283814.2700485,265173224.7365446,117426073.00129986,102722695.70718527,2017400.0,2214200.0,73103445.5615634,800000.0,1404,104740095.70718527,73903445.5615634,109
2026,292806161.6989717,250291934.17960852,115704802.46083564,100301392.6426874,2053500.0,2184700.0,71441766.59544864,1120000.0,1329,102354892.6426874,72561766.59544864,109
2027,298473350.3467825,245323337.29530126,116588175.54817343,101527517.11160077,2053500.0,2291800.0,74892357.68700828,1120000.0,1358,103581017.11160077,76012357.68700828,109
2028,298298394.55378026,235749554.2178347,116227225.58831367,107658153.62355907,2070600.0,2198400.0,69184015.34190749,960000.0,1350,109728753.62355907,70144015.34190749,109
2029,309426062.9980758,235138377.1412216,118244758.56636181,108669547.42184146,2089600.0,2387600.0,77074557.00987253,960000.0,1317,110759147.42184146,78034557.00987253,109
2030,308637122.02319974,225518121.96235412,118085337.29004447,109924606.69237809,2117600.0,2240900.0,75148678.04077718,1120000.0,1338,112042206.69237809,76268678.04077718,109
2031,306232452.3542893,215154859.0278999,117388417.50677133,107051173.63772376,2117600.0,2260700.0,76134561.20979421,1280000.0,1381,109168773.63772376,77414561.20979421,109
2032,309653174.9352757,209190589.74941912,119333142.43138202,112311202.74121633,2117600.0,2342100.0,72269129.76267733,1280000.0,1367,114428802.74121633,73549129.76267733,109
2033,316137667.5611148,205357000.59658766,118408167.95177446,109395543.06484623,2117600.0,2460300.0,82476056.5444941,1280000.0,1375,111513143.06484623,83756056.5444941,109
2034,294849064.1467899,184161855.53752837,114868786.90404005,100376103.42871967,2117600.0,2335700.0,73710873.81403017,1440000.0,1362,102493703.42871967,75150873.81403017,109
2035,311067242.8563126,186818925.1048639,116489610.99652903,110159234.47945084,2117600.0,2370400.0,78810397.38033271,1120000.0,1299,112276834.47945084,79930397.38033271,109
2036,313399547.73252076,180980429.7831539,119468047.37656409,111263074.04900199,2117600.0,2459400.0,76971426.30695467,1120000.0,1394,113380674.04900199,78091426.30695467,109
2037,315259705.1102685,175052523.3835869,121070791.63593005,108169607.83289522,2136600.0,2418700.0,80184005.6414432,1280000.0,1360,110306207.83289522,81464005.6414432,109
2038,300665217.0596877,160527617.53252527,117070633.44835964,110051467.75784297,2136600.0,2248900.0,67877615.85348505,1280000.0,1316,112188067.75784297,69157615.85348505,109
2039,309053519.0405367,158659808.21175224,117035347.96252449,103824380.14821729,2136600.0,2360000.0,82417190.92979492,1280000.0,1381,105960980.14821729,83697190.92979492,109
2022,300206593.8152821,300206593.8152821,117692868.97252521,103489184.53705682,1981300.0,2173200.0,73750040.30570011,1120000.0,1259,105470484.53705682,74870040.30570011,110
2023,294015535.87228715,282707246.0310453,117728578.20758428,103917308.83234887,1990300.0,2019700.0,67559648.83235402,800000.0,1241,105907608.83234887,68359648.83235402,110
2024,295480837.3181947,273188643.9702243,118423984.30383976,100780778.7096113,2007400.0,2113600.0,70555074.3047436,1600000.0,1341,102788178.7096113,72155074.3047436,110
2025,294373786.5691871,261697224.34817642,116275312.86712031,98451959.71145023,2016400.0,2217500.0,73812613.99061656,1600000.0,1379,100468359.71145023,75412613.99061656,110
2026,309722998.4705174,264752517.1508916,118719526.58658274,110696579.45666444,2016400.0,2295000.0,75195492.42727022,800000.0,1372,112712979.45666444,75995492.42727022,110
2027,301311856.33103013,247656382.30645302,117949267.93615352,102161125.78312142,2024500.0,2219600.0,75997362.61175518,960000.0,1374,104185625.78312142,76957362.61175518,110
2028,308294053.00545746,243649268.28643253,117172700.54344095,108936099.66547835,2024500.0,2375100.0,76825652.79653817,960000.0,1364,110960599.66547835,77785652.79653817,110
2029,296889080.8930597,225611301.1158244,116885620.75213988,97681138.75275084,2061500.0,2426000.0,76394821.38816895,1440000.0,1395,99742638.75275084,77834821.38816895,110
2030,296829436.9037461,216890362.10182172,118289568.88170902,101975239.14527231,2097600.0,2330800.0,71496228.8767648,640000.0,1392,104072839.14527231,72136228.8767648,110
2031,315113931.2071301,221394868.26222968,121169122.47934991,115472848.78717518,2106600.0,2275600.0,72489759.94060497,1600000.0,1336,117579448.78717518,74089759.94060497,110
2032,300529383.8099137,203026883.38127378,116196136.43636127,104078720.56992316,2133700.0,2496800.0,74344026.80362926,1280000.0,1340,106212420.56992316,75624026.80362926,110
2033,305558493.828238,198484971.0680159,117110235.73591395,110862869.2116845,2133700.0,2172000.0,71839688.88063958,1440000.0,1342,112996569.2116845,73279688.88063958,110
2034,309398843.72713256,193249604.93545067,120464801.18770467,109664925.21989919,2142700.0,2265700.0,73420717.31952868,1440000.0,1336,111807625.21989919,74860717.31952868,110
2035,297474433.7100889,178655436.17386752,116495667.32048827,99795593.61064795,2142700.0,2333600.0,75266872.7789527,1440000.0,1404,101938293.61064795,76706872.7789527,110
2036,286249550.90600795,165301983.11715165,113152249.4879045,98293827.83222385,2142700.0,2182300.0,69038473.5858796,1440000.0,1339,100436527.83222385,70478473.5858796,110
2037,318329155.77655095,176756880.38140318,120917261.23332532,118245505.8236734,2142700.0,2311900.0,73111788.71955226,1600000.0,1338,120388205.8236734,74711788.71955226,110
2038,301317571.72142357,160875915.01987284,117177298.03005815,106388118.66805586,2142700.0,2284200.0,72045255.02330956,1280000.0,1285,108530818.66805586,73325255.02330956,110
2039,311527966.3849445,159930123.27664018,120549635.90653734,112805656.85377991,2142700.0,2276900.0,72473073.62462725,1280000.0,1352,114948356.85377991,73753073.62462725,110
2022,286152131.30805945,286152131.30805945,116438585.82408874,101304221.43047726,1981300.0,1952900.0,63835124.05349345,640000.0,1192,103285521.43047726,64475124.05349345,111
2023,305618404.7603029,293863850.73106045,118159918.62866592,107686587.75497444,1990300.0,2201800.0,73819798.37666252,1760000.0,1297,109676887.75497444,75579798.37666252,111
2024,280193983.84124744,259055088.61062077,113514532.52205454,96852135.68640696,1999300.0,2042300.0,63865715.63278594,1920000.0,1331,98851435.68640696,65785715.63278594,111
2025,301286645.8415584,267842731.06931892,119699182.98151836,110236351.94024362,2008300.0,2082800.0,65980010.91979639,1280000.0,1312,112244651.94024362,67260010.91979639,111
2026,293049933.37455624,250500311.22955257,117430368.7264172,105908728.6600939,2027300.0,2149400.0,64254135.988045126,1280000.0,1328,107936028.6600939,65534135.988045126,111
2027,302857714.6718075,248926965.179948,115132392.93293756,107710779.84478657,2036300.0,2271800.0,74586441.8940834,1120000.0,1390,109747079.84478657,75706441.8940834,111
2028,317911809.81393915,251250321.1971156,122287271.9198842,116918732.50758764,2036300.0,2255700.0,73133805.38646731,1280000.0,1307,118955032.50758764,74413805.38646731,111
2029,300002795.0843507,227977467.99500647,115835646.41544297,101022804.98809636,2053400.0,2357700.0,77453243.68081136,1280000.0,1314,103076204.98809636,78733243.68081136,111
2030,301335681.4734683,220183030.87026107,118754701.42146254,109927164.20299159,2053400.0,2159100.0,67481315.84901416,960000.0,1373,111980564.20299159,68441315.84901416,111
2031,302816657.26876783,212754966.70935714,116959960.84522463,107388318.5840913,2061500.0,2272800.0,72854077.8394519,1280000.0,1328,109449818.5840913,74134077.8394519,111
2032,302570850.9100207,204406025.4059428,117921948.15178484,104857496.13089496,2080500.0,2322200.0,74268706.62734094,1120000.0,1353,106937996.13089496,75388706.62734094,111
2033,308955927.63183135,200691879.28307858,117094776.50644574,110873824.66181451,2099500.0,2304800.0,75303026.4635711,1280000.0,1327,112973324.66181451,76583026.4635711,111
2034,306998959.37242365,191750644.24816614,118118639.32531476,112439735.39023574,2118500.0,2216000.0,70666084.65687317,1440000.0,1302,114558235.39023574,72106084.65687317,111
2035,313180647.6679879,188088181.26826844,117516872.10089126,106704408.31849243,2126600.0,2547900.0,82684867.2486042,1600000.0,1355,108831008.31849243,84284867.2486042,111
2036,295160637.2463151,170447913.4395528,116930003.28765559,105735478.64298125,2126600.0,2229500.0,66859055.315678306,1280000.0,1353,107862078.64298125,68139055.3156783,111
2037,313019737.1716746,173808748.7000699,118121325.48734419,110265369.56507705,2126600.0,2391800.0,78994642.11925338,1120000.0,1312,112391969.56507705,80114642.11925338,111
2038,300538550.2746894,160459989.10042685,116836590.3451013,109096664.06447873,2126600.0,2290700.0,68907995.86510935,1280000.0,1293,111223264.06447873,70187995.86510935,111
2039,292631204.8370338,150229031.46470234,115009213.10559496,100560973.72732292,2126600.0,2235400.0,71899018.00411592,800000.0,1300,102687573.72732292,72699018.00411592,111
2022,285243840.7304721,285243840.7304721,116098945.4351161,97253069.10464433,1981300.0,1962900.0,66667626.19071167,1280000.0,1159,99234369.10464433,67947626.19071168,112
2023,299117526.4891701,287613006.2395866,118740576.64374709,108485583.65858608,1990300.0,2136900.0,66324166.1868369,1440000.0,1276,110475883.65858608,67764166.1868369,112
2024,294920037.0187941,272670152.56915134,117971679.215765,103929700.37248701,2007400.0,2181200.0,67710057.4305421,1120000.0,1354,105937100.37248701,68830057.4305421,112
2025,308728677.8831667,274458670.455421,118170453.06126434,104166628.12317626,2007400.0,2347900.0,80596296.69872606,1440000.0,1346,106174028.12317626,82036296.69872606,112
2026,308390381.016409,263613390.16608036,120339284.16037299,115353245.74325998,2007400.0,2195600.0,67534851.11277603,960000.0,1307,117360645.74325998,68494851.11277603,112
2027,311136761.59749675,255731738.26630467,117324959.07733934,105567199.48578174,2007400.0,2440500.0,82356703.03437568,1440000.0,1431,107574599.48578174,83796703.03437568,112
2028,302508868.0594114,239077152.58953694,119023683.33819418,101718268.42186306,2064400.0,2284800.0,76297716.29935415,1120000.0,1334,103782668.42186306,77417716.29935415,112
2029,300970513.0497932,228712854.1151019,116717200.8168407,102198131.72384071,2064400.0,2321200.0,76229580.50911179,1440000.0,1363,104262531.72384071,77669580.50911179,112
2030,307227016.4719403,224487771.64802995,117610551.33791205,107972121.6456004,2082400.0,2330700.0,75951243.48842786,1280000.0,1395,110054521.6456004,77231243.48842786,112
2031,297739177.44236165,209187596.73315507,115613762.58125184,99083191.52810617,2082400.0,2274500.0,77725323.33300366,960000.0,1345,101165591.52810617,78685323.33300366,112
2032,298796017.8849678,201855883.47091675,117418783.99265532,102816173.42671731,2082400.0,2346400.0,72372260.46559519,1760000.0,1342,104898573.42671731,74132260.46559519,112
2033,312115899.7709136,202744536.92889762,117231229.94627301,110427494.73098913,2090500.0,2326300.0,78280375.09365147,1760000.0,1326,112517994.73098913,80040375.09365147,112
